Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
15099,Sega Genesiskai Tokki: Seven Pirates,Play Station 5,2016,Role-Playing,Compile Heart,0,0,0.02,0,0.02
5635,DiRT Rally,Play Station 4,2016,Racing,Codemasters,0.03,0.24,0,0.05,0.32
6382,F1 2016 (Codemasters),Play Station 4,2016,Racing,Codemasters,0.01,0.21,0.01,0.04,0.27
10040,DiRT Rally,Xbox One,2016,Racing,Codemasters,0.03,0.08,0,0.01,0.11
11142,F1 2016 (Codemasters),Xbox One,2016,Racing,Codemasters,0.01,0.07,0,0.01,0.09
14758,DiRT Rally,PC,2016,Racing,Codemasters,0,0.03,0,0,0.03
15303,F1 2016 (Codemasters),PC,2016,Racing,Codemasters,0,0.02,0,0,0.02
2513,Street Fighter V,Play Station 4,2016,Fighting,Capcom,0.35,0.26,0.08,0.13,0.82
5174,Resident Evil Zero,Play Station 4,2016,Action,Capcom,0.09,0.17,0.05,0.05,0.36
6392,Ace Attorney 6,Nintendo 3DS,2016,Adventure,Capcom,0,0,0.27,0,0.27
7723,Mega Man Legacy Collection,Nintendo 3DS,2016,Platform,Capcom,0.13,0,0.05,0.02,0.2
11744,Mega Man Legacy Collection,Play Station 4,2016,Platform,Capcom,0.06,0,0,0.01,0.07
11805,Resident Evil Zero,Xbox One,2016,Action,Capcom,0.05,0.02,0,0.01,0.07
12135,Resident Evil 6,Play Station 4,2016,Shooter,Capcom,0.05,0,0,0.01,0.07
13046,Street Fighter V,PC,2016,Fighting,Capcom,0,0.05,0,0,0.05
13952,Resident Evil 6,Xbox One,2016,Shooter,Capcom,0.03,0,0,0,0.04
14140,Resident Evil 4 HD,Play Station 4,2016,Shooter,Capcom,0.03,0,0,0.01,0.03
14814,Sengoku Basara: Sanada Yukimura-Den,Play Station 4,2016,Action,Capcom,0,0,0.03,0,0.03
15341,Dead Rising,Play Station 4,2016,Action,Capcom,0.01,0,0,0,0.02
15406,Resident Evil: Umbrella Corps,Play Station 4,2016,Action,Capcom,0,0,0.02,0,0.02
15440,Resident Evil Zero,PC,2016,Action,Capcom,0.01,0.01,0,0,0.02
15510,Sengoku Basara: Sanada Yukimura-Den,Play Station 3,2016,Action,Capcom,0,0,0.02,0,0.02
16098,Resident Evil 5 HD,Play Station 4,2016,Action,Capcom,0.01,0,0,0,0.01
16139,Dragon's Dogma Online: Season 2,Play Station 4,2016,Action,Capcom,0,0,0.01,0,0.01
16572,Resident Evil 4 HD,Xbox One,2016,Shooter,Capcom,0.01,0,0,0,0.01
12915,Uta no Prince-Sama: Music 3,Play Station 5,2016,Action,Broccoli,0,0,0.05,0,0.05
16434,Kamigami no Asobi InFinite,Play Station 5,2016,Adventure,Broccoli,0,0,0.01,0,0.01
1391,Doom (2016),Play Station 4,2016,Shooter,Bethesda Softworks,0.49,0.66,0.02,0.22,1.39
2993,Doom (2016),Xbox One,2016,Shooter,Bethesda Softworks,0.39,0.23,0,0.06,0.68
8140,Doom (2016),PC,2016,Shooter,Bethesda Softworks,0.06,0.1,0,0.01,0.18
15397,Anima - Gate of Memories,Play Station 4,2016,Action,Avanquest,0,0.02,0,0,0.02
15467,Dino Dini's Kick Off Revival,Play Station 4,2016,Sports,Avanquest,0,0.02,0,0,0.02
10735,Persona 5,Play Station 3,2016,Role-Playing,Atlus,0,0,0.1,0,0.1
5428,Persona 5,Play Station 4,2016,Role-Playing,Atlus,0,0,0.34,0,0.34
9911,Etrian Odyssey V,Nintendo 3DS,2016,Role-Playing,Atlus,0,0,0.12,0,0.12
15418,RollerCoaster Tycoon World,PC,2016,Simulation,Atari,0,0.02,0,0,0.02
14969,Bus Simulator 16,PC,2016,Simulation,Astragon,0,0.02,0,0,0.02
12934,Utawarerumono: Futari no Hakuoro,Play Station 5,2016,Misc,Aqua Plus,0,0,0.05,0,0.05
13616,Utawarerumono: Futari no Hakuoro,Play Station 4,2016,Misc,Aqua Plus,0,0,0.04,0,0.04
16039,Utawarerumono: Futari no Hakuoro,Play Station 3,2016,Misc,Aqua Plus,0,0,0.01,0,0.01
13494,RuGame Boyy Challenge 3,Play Station 3,2016,Sports,Alternative Software,0,0.04,0,0.01,0.04
13883,RuGame Boyy Challenge 3,Play Station 4,2016,Sports,Alternative Software,0,0.03,0,0.01,0.04
14986,RuGame Boyy Challenge 3,Xbox 360,2016,Sports,Alternative Software,0,0.02,0,0,0.02
16579,RuGame Boyy Challenge 3,Xbox One,2016,Sports,Alternative Software,0,0.01,0,0,0.01
12434,Zero Escape: Zero Time Dilemma,Nintendo 3DS,2016,Adventure,Aksys Games,0.04,0,0.01,0.01,0.06
12452,Zero Escape: Zero Time Dilemma,Play Station 5,2016,Adventure,Aksys Games,0.03,0,0.02,0.01,0.06
1028,Overwatch,Play Station 4,2016,Shooter,Activision,0.64,0.68,0.14,0.26,1.73
2446,Overwatch,Xbox One,2016,Shooter,Activision,0.52,0.25,0,0.08,0.85
4511,Overwatch,PC,2016,Shooter,Activision,0.22,0.18,0,0.04,0.43
6089,World of Warcraft: Legion,PC,2016,Role-Playing,Activision,0.14,0.12,0,0.02,0.29
11843,Teenage Mutant Ninja Turtles: Mutants in Manhattan,Play Station 4,2016,Action,Activision,0.04,0.02,0,0.01,0.07
12525,Destiny: The Collection,Play Station 4,2016,Shooter,Activision,0.01,0.04,0,0.01,0.06
12932,Teenage Mutant Ninja Turtles: Mutants in Manhattan,Play Station 3,2016,Action,Activision,0.01,0.03,0,0.01,0.05
13996,Destiny: The Collection,Xbox One,2016,Shooter,Activision,0.01,0.02,0,0,0.04
14188,Teenage Mutant Ninja Turtles: Mutants in Manhattan,Xbox One,2016,Action,Activision,0.02,0.01,0,0,0.03
14485,Teenage Mutant Ninja Turtles: Mutants in Manhattan,Xbox 360,2016,Action,Activision,0.01,0.02,0,0,0.03
14683,Ghostbusters (2016),Play Station 4,2016,Action,Activision,0.02,0,0,0.01,0.03
14916,Ghostbusters (2016),Xbox One,2016,Action,Activision,0.02,0,0,0,0.02
15601,Call of Duty: Modern Warfare Trilogy,Play Station 3,2016,Shooter,Activision,0,0.01,0,0,0.02
15807,Call of Duty: Modern Warfare Trilogy,Xbox 360,2016,Shooter,Activision,0.01,0.01,0,0,0.02
15295,Gochuumon wa Usagi Desu ka?? Wonderful Party!,Play Station 5,2016,Adventure,5pb,0,0,0.02,0,0.02
15888,MuvLuv Double Pack,Play Station 5,2016,Adventure,5pb,0,0,0.02,0,0.02
7074,Rocket League,Play Station 4,2016,Sports,505 Games,0.02,0.14,0,0.07,0.23
9713,Rocket League,Xbox One,2016,Sports,505 Games,0.03,0.09,0,0.01,0.12
11620,Terraria,Nintendo 3DS,2016,Action,505 Games,0,0.03,0.04,0,0.08
13031,Assetto Corsa,Play Station 4,2016,Racing,505 Games,0,0.04,0,0.01,0.05
14850,Terraria,Nintendo WiiU,2016,Action,505 Games,0,0.02,0,0,0.03
15153,Rocket League,PC,2016,Sports,505 Games,0.01,0.01,0,0,0.02
16279,Assetto Corsa,Xbox One,2016,Racing,505 Games,0,0.01,0,0,0.01
16496,The Smurfs,Nintendo 3DS,2015,Action,Ubisoft,0,0.01,0,0,0.01
8441,Splatterhouse,Play Station 3,2015,Action,Namco Bandai Games,0.13,0.02,0,0.02,0.17
9362,Shovel Knight,Nintendo 3DS,2015,Platform,Yacht Club Games,0.07,0.04,0.01,0.01,0.13
10400,Shovel Knight,Nintendo WiiU,2015,Platform,Yacht Club Games,0.06,0.04,0,0.01,0.11
11724,Shovel Knight,Play Station 4,2015,Platform,Yacht Club Games,0.03,0.03,0,0.01,0.08
13015,Earth Defense Force 4.1: The Shadow of New Despair,Play Station 4,2015,Shooter,Xseed Games,0.02,0.02,0,0.01,0.05
12889,Goosebumps: The Game,Nintendo 3DS,2015,Adventure,WayForward Technologies,0.05,0,0,0.01,0.05
323,Batman: Arkham Knight,Play Station 4,2015,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79
554,Mortal Kombat X,Play Station 4,2015,Fighting,Warner Bros. Interactive Entertainment,1.47,0.76,0,0.47,2.7
1099,Dying Light,Play Station 4,2015,Action,Warner Bros. Interactive Entertainment,0.63,0.66,0.11,0.26,1.66
1319,Batman: Arkham Knight,Xbox One,2015,Action,Warner Bros. Interactive Entertainment,0.86,0.46,0,0.13,1.45
1446,Mortal Kombat X,Xbox One,2015,Fighting,Warner Bros. Interactive Entertainment,1,0.21,0,0.13,1.35
1834,Mad Max (2015),Play Station 4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.58,0.04,0.17,1.11
2173,LEGO Jurassic World,Xbox 360,2015,Action,Warner Bros. Interactive Entertainment,0.47,0.4,0,0.08,0.95
2231,LEGO Jurassic World,Play Station 3,2015,Action,Warner Bros. Interactive Entertainment,0.34,0.44,0,0.15,0.93
2331,LEGO Jurassic World,Play Station 4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.01,0.14,0.89
2556,Dying Light,Xbox One,2015,Action,Warner Bros. Interactive Entertainment,0.43,0.3,0.01,0.07,0.81
3174,LEGO Dimensions,Play Station 4,2015,Action,Warner Bros. Interactive Entertainment,0.22,0.32,0,0.1,0.64
3233,LEGO Jurassic World,Xbox One,2015,Action,Warner Bros. Interactive Entertainment,0.35,0.22,0,0.06,0.63
3351,LEGO Jurassic World,Nintendo 3DS,2015,Action,Warner Bros. Interactive Entertainment,0.31,0.22,0.03,0.05,0.6
3560,LEGO Dimensions,Xbox 360,2015,Action,Warner Bros. Interactive Entertainment,0.24,0.28,0,0.05,0.56
3709,LEGO Dimensions,Play Station 3,2015,Action,Warner Bros. Interactive Entertainment,0.15,0.3,0,0.09,0.54
3780,LEGO Jurassic World,Nintendo WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.28,0.19,0.02,0.04,0.53
3924,LEGO Dimensions,Nintendo WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.3,0.16,0,0.05,0.51
4279,Mad Max (2015),Xbox One,2015,Action,Warner Bros. Interactive Entertainment,0.26,0.16,0,0.04,0.46
4719,LEGO Jurassic World,Play Station 5,2015,Action,Warner Bros. Interactive Entertainment,0.09,0.23,0,0.09,0.41
5109,LEGO Dimensions,Xbox One,2015,Action,Warner Bros. Interactive Entertainment,0.21,0.13,0,0.03,0.37
6781,LEGO Ninjago: Shadow of Ronin,Play Station 5,2015,Action,Warner Bros. Interactive Entertainment,0.03,0.16,0,0.05,0.24
7488,LEGO Ninjago: Shadow of Ronin,Nintendo 3DS,2015,Action,Warner Bros. Interactive Entertainment,0.05,0.1,0.04,0.01,0.21
8077,Dying Light,PC,2015,Action,Warner Bros. Interactive Entertainment,0.11,0.06,0,0.02,0.18
9571,Batman: Arkham Knight,PC,2015,Action,Warner Bros. Interactive Entertainment,0.08,0.03,0,0.01,0.13
13025,Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0,0,0.05
13912,LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,0,0.04,0,0,0.04
410,Assassin's Creed Syndicate,Play Station 4,2015,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28
760,Tom Clancy's Rainbow Six: Siege,Play Station 4,2015,Shooter,Ubisoft,0.54,1.16,0.13,0.32,2.15
1533,Tom Clancy's Rainbow Six: Siege,Xbox One,2015,Shooter,Ubisoft,0.73,0.44,0,0.12,1.29
1545,Assassin's Creed Syndicate,Xbox One,2015,Action,Ubisoft,0.61,0.56,0,0.11,1.28
1672,Just Dance 2016,Nintendo Wii,2015,Misc,Ubisoft,0.52,0.59,0,0.1,1.2
3444,Just Dance 2016,Nintendo WiiU,2015,Misc,Ubisoft,0.28,0.25,0,0.05,0.58
5228,Just Dance 2016,Xbox 360,2015,Misc,Ubisoft,0.23,0.1,0,0.03,0.36
5347,Just Dance 2016,Play Station 4,2015,Misc,Ubisoft,0.16,0.13,0,0.06,0.35
5693,Just Dance 2016,Xbox One,2015,Misc,Ubisoft,0.24,0.04,0,0.03,0.32
6745,Anno 2205,PC,2015,Strategy,Ubisoft,0.02,0.22,0,0.01,0.25
7213,Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft,0.12,0.08,0,0.02,0.22
7260,Just Dance 2016,Play Station 3,2015,Misc,Ubisoft,0.1,0.08,0,0.04,0.22
7563,Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.1,0.08,0,0.02,0.2
9473,Hasbro Family Fun Pack,Xbox One,2015,Misc,Ubisoft,0.1,0.02,0,0.01,0.13
10893,The Crew: Wild Run,Play Station 4,2015,Action,Ubisoft,0,0.08,0,0.01,0.09
11214,Might & Magic Heroes VII,PC,2015,Strategy,Ubisoft,0,0.08,0,0,0.09
11554,Just Dance: Disney Party 2,Nintendo WiiU,2015,Action,Ubisoft,0.06,0.01,0,0.01,0.08
11867,Just Dance: Disney Party 2,Xbox 360,2015,Action,Ubisoft,0.05,0.01,0,0.01,0.07
11873,RuGame Boyy World Cup 2015,Play Station 3,2015,Sports,Ubisoft,0,0.06,0,0.01,0.07
12049,Assassin's Creed: Rogue,PC,2015,Action,Ubisoft,0.04,0.02,0,0.01,0.07
12078,Toy Soldiers: War Chest,Play Station 4,2015,Action,Ubisoft,0.06,0,0,0.01,0.07
12119,Just Dance: Disney Party 2,Xbox One,2015,Action,Ubisoft,0.05,0.01,0,0.01,0.07
12728,RuGame Boyy World Cup 2015,Play Station 4,2015,Sports,Ubisoft,0,0.05,0,0.01,0.06
12960,Toy Soldiers: War Chest,Xbox One,2015,Action,Ubisoft,0.05,0,0,0.01,0.05
13391,RuGame Boyy World Cup 2015,Xbox 360,2015,Sports,Ubisoft,0,0.04,0,0,0.05
13655,Gravity Falls: LeSega Genesisd of the Gnome Gemulets,Nintendo 3DS,2015,Action,Ubisoft,0.03,0,0,0,0.04
13972,RuGame Boyy World Cup 2015,Play Station 5,2015,Sports,Ubisoft,0,0.03,0,0.01,0.04
14085,Assassin's Creed Chronicles: China,Play Station 4,2015,Action,Ubisoft,0,0.03,0,0.01,0.04
15156,RuGame Boyy World Cup 2015,Xbox One,2015,Sports,Ubisoft,0,0.02,0,0,0.02
15575,The Crew: Wild Run,PC,2015,Action,Ubisoft,0,0.02,0,0,0.02
15615,The Crew: Wild Run,Xbox One,2015,Action,Ubisoft,0,0.02,0,0,0.02
16462,RuGame Boyy World Cup 2015,PC,2015,Sports,Ubisoft,0,0.01,0,0,0.01
9918,Don Bradman Cricket 14,Play Station 4,2015,Sports,Tru Blu Entertainment,0.01,0.09,0,0.02,0.12
13925,Don Bradman Cricket 14,Xbox One,2015,Sports,Tru Blu Entertainment,0,0.04,0,0,0.04
14247,RuGame Boyy League Live 3,Play Station 3,2015,Action,Tru Blu Entertainment,0,0.03,0,0,0.03
14621,RuGame Boyy League Live 3,Xbox 360,2015,Action,Tru Blu Entertainment,0,0.03,0,0,0.03
15089,RuGame Boyy League Live 3,Play Station 4,2015,Action,Tru Blu Entertainment,0,0.02,0,0,0.02
16455,RuGame Boyy League Live 3,Xbox One,2015,Action,Tru Blu Entertainment,0,0.01,0,0,0.01
16463,"Horse Life 4: My Horse, My Friend, My Champion",Nintendo 3DS,2015,Action,Treva Entertainment,0,0.01,0,0,0.01
16046,Raven's Cry,Play Station 4,2015,Role-Playing,TopWare Interactive,0,0.01,0,0,0.01
14464,Renai Revenge,Play Station 5,2015,Adventure,TGL,0,0,0.03,0,0.03
14650,Parfait,Play Station 5,2015,Adventure,TGL,0,0,0.03,0,0.03
14816,Kisuato,Play Station 5,2015,Adventure,TGL,0,0,0.03,0,0.03
8234,Back to the Future: The Game,Play Station 4,2015,Adventure,Telltale Games,0.1,0.04,0,0.03,0.17
12640,Game of ThroNintendo ES (Telltale),Play Station 3,2015,Adventure,Telltale Games,0.02,0.03,0,0.01,0.06
13348,Game of ThroNintendo ES (Telltale),Play Station 4,2015,Adventure,Telltale Games,0.04,0,0,0.01,0.05
14198,Game of ThroNintendo ES (Telltale),Xbox 360,2015,Adventure,Telltale Games,0.02,0.01,0,0,0.03
14592,Game of ThroNintendo ES (Telltale),Xbox One,2015,Adventure,Telltale Games,0.03,0,0,0,0.03
14876,Back to the Future: The Game,Xbox 360,2015,Adventure,Telltale Games,0.02,0.01,0,0,0.03
15710,Back to the Future: The Game,Xbox One,2015,Adventure,Telltale Games,0,0.02,0,0,0.02
5484,Dead or Alive 5,Play Station 4,2015,Fighting,Tecmo Koei,0.09,0.13,0.08,0.04,0.33
8416,Toukiden Kiwami,Play Station 4,2015,Action,Tecmo Koei,0.05,0.07,0.02,0.02,0.17
8530,Bladestorm: Nightmare,Play Station 4,2015,Action,Tecmo Koei,0.07,0.04,0.03,0.02,0.16
10114,Samurai Warriors 4-II,Play Station 4,2015,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11
10121,Samurai Warriors 4-II,Play Station 3,2015,Action,Tecmo Koei,0,0,0.11,0,0.11
10662,Atelier Sophie: The Alchemist of the Mysterious Book,Play Station 4,2015,Role-Playing,Tecmo Koei,0.01,0.02,0.06,0.01,0.1
11077,Samurai Warriors 4: Empires,Play Station 4,2015,Action,Tecmo Koei,0.02,0.01,0.05,0.01,0.09
11299,Arslan: The Warriors of LeSega Genesisd,Play Station 4,2015,Action,Tecmo Koei,0.02,0.01,0.04,0.01,0.08
11307,Dead or Alive 5,Xbox One,2015,Fighting,Tecmo Koei,0.04,0.03,0.01,0.01,0.08
11735,Yoru no Nai Kuni,Play Station 4,2015,Role-Playing,Tecmo Koei,0,0,0.08,0,0.08
11766,Yoru no Nai Kuni,Play Station 5,2015,Role-Playing,Tecmo Koei,0,0,0.07,0,0.07
12575,Atelier Sophie: The Alchemist of the Mysterious Book,Play Station 5,2015,Role-Playing,Tecmo Koei,0,0,0.06,0,0.06
12691,Romance of the Three Kingdoms 13,Play Station 4,2015,Action,Tecmo Koei,0.01,0,0.05,0,0.06
12731,Nights of Azure,Play Station 4,2015,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06
12738,Samurai Warriors 4: Empires,Play Station 3,2015,Action,Tecmo Koei,0,0,0.06,0,0.06
12852,Samurai Warriors 4: Empires,Play Station 5,2015,Action,Tecmo Koei,0,0,0.05,0,0.05
12893,Samurai Warriors 4-II,Play Station 5,2015,Action,Tecmo Koei,0,0,0.05,0,0.05
13217,Bladestorm: Nightmare,Xbox One,2015,Action,Tecmo Koei,0.03,0.02,0,0,0.05
13413,Arslan: The Warriors of LeSega Genesisd,Play Station 3,2015,Action,Tecmo Koei,0,0,0.05,0,0.05
13416,Yoru no Nai Kuni,Play Station 3,2015,Role-Playing,Tecmo Koei,0,0,0.05,0,0.05
13475,Atelier Escha & Logy: Alchemists of the Dusk Sky,Play Station 5,2015,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04
13834,Romance of the Three Kingdoms 13,Play Station 3,2015,Action,Tecmo Koei,0,0,0.04,0,0.04
14055,Nobunaga's Ambition II,Nintendo 3DS,2015,Strategy,Tecmo Koei,0,0,0.04,0,0.04
14347,Atelier Sophie: The Alchemist of the Mysterious Book,Play Station 3,2015,Role-Playing,Tecmo Koei,0,0,0.03,0,0.03
14582,Bladestorm: Nightmare,Play Station 3,2015,Action,Tecmo Koei,0,0,0.03,0,0.03
14628,Romance of the Three Kingdoms II,Nintendo 3DS,2015,Strategy,Tecmo Koei,0,0,0.03,0,0.03
14688,Harukanaru Toki no Naka de 6,Play Station 5,2015,Action,Tecmo Koei,0,0,0.03,0,0.03
15043,Winning Post 8 2015,Play Station 5,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
15157,Winning Post 8 2015,Play Station 3,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
15449,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,Play Station 5,2015,Strategy,Tecmo Koei,0,0,0.02,0,0.02
15452,Angelique Retour,Play Station 5,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
15491,Dynasty Warriors 8: Empires,Play Station 5,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
15573,New Atelier Rorona: Hajimari no Monogatari,Nintendo 3DS,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
15933,Harukanaru Toki no Naka de 6,PSP,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
16531,Kiniro no Corda 3,Nintendo 3DS,2015,Adventure,Tecmo Koei,0,0,0.01,0,0.01
315,NBA 2K16,Play Station 4,2015,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85
683,NBA 2K16,Xbox One,2015,Sports,Take-Two Interactive,1.93,0.14,0,0.24,2.32
1675,WWE 2K16,Play Station 4,2015,Sports,Take-Two Interactive,0.41,0.6,0,0.19,1.2
1898,Grand Theft Auto V,PC,2015,Action,Take-Two Interactive,0.36,0.64,0,0.08,1.08
2141,NBA 2K16,Xbox 360,2015,Sports,Take-Two Interactive,0.77,0.1,0,0.1,0.97
2190,Evolve,Play Station 4,2015,Shooter,Take-Two Interactive,0.35,0.41,0.05,0.15,0.95
2473,Borderlands: The Handsome Collection,Play Station 4,2015,Shooter,Take-Two Interactive,0.36,0.32,0.03,0.14,0.84
2579,NBA 2K16,Play Station 3,2015,Sports,Take-Two Interactive,0.44,0.19,0.03,0.13,0.8
3254,Evolve,Xbox One,2015,Shooter,Take-Two Interactive,0.36,0.2,0,0.06,0.62
3458,WWE 2K16,Xbox One,2015,Sports,Take-Two Interactive,0.31,0.22,0,0.05,0.58
3485,WWE 2K16,Play Station 3,2015,Sports,Take-Two Interactive,0.21,0.27,0,0.09,0.58
3971,WWE 2K16,Xbox 360,2015,Sports,Take-Two Interactive,0.27,0.19,0,0.04,0.5
4771,Borderlands: The Handsome Collection,Xbox One,2015,Shooter,Take-Two Interactive,0.24,0.13,0,0.04,0.41
8029,Evolve,PC,2015,Shooter,Take-Two Interactive,0.07,0.1,0,0.01,0.18
10949,NBA 2K16,PC,2015,Sports,Take-Two Interactive,0.02,0.06,0,0.01,0.09
13918,Civilization Beyond Earth: Rising Tide,PC,2015,Strategy,Take-Two Interactive,0,0.04,0,0,0.04
15972,Sid Meier's Civilization Revolution 2+,Play Station 5,2015,Strategy,Take-Two Interactive,0,0,0.02,0,0.02
10299,PriPara Mezase! Idol Grand Prix No.1!,Nintendo 3DS,2015,Misc,Takara Tomy,0,0,0.11,0,0.11
949,Just Cause 3,Play Station 4,2015,Action,Square Enix,0.46,1.02,0.07,0.28,1.83
1526,Rise of the Tomb Raider,Xbox One,2015,Adventure,Square Enix,0.53,0.64,0.02,0.1,1.3
2129,Final Fantasy Type-0,Play Station 4,2015,Role-Playing,Square Enix,0.37,0.32,0.15,0.14,0.97
2369,Just Cause 3,Xbox One,2015,Action,Square Enix,0.42,0.38,0,0.07,0.88
2419,Dragon Quest VIII: Journey of the Cursed King,Nintendo 3DS,2015,Role-Playing,Square Enix,0,0,0.86,0,0.86
2864,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,Play Station 4,2015,Action,Square Enix,0.16,0.13,0.37,0.06,0.71
2877,Final Fantasy X/X-2 HD Remaster,Play Station 4,2015,Role-Playing,Square Enix,0.29,0.25,0.06,0.11,0.71
4028,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,Play Station 3,2015,Action,Square Enix,0,0,0.49,0,0.49
4874,Rise of the Tomb Raider,Xbox 360,2015,Adventure,Square Enix,0.17,0.19,0,0.03,0.4
6703,Final Fantasy Type-0,Xbox One,2015,Role-Playing,Square Enix,0.15,0.07,0,0.02,0.25
8801,Theatrhythm Dragon Quest,Nintendo 3DS,2015,Misc,Square Enix,0,0,0.15,0,0.15
9138,Just Cause 3,PC,2015,Action,Square Enix,0.03,0.11,0,0.01,0.14
9729,Final Fantasy XIV: Heavensward,Play Station 4,2015,Action,Square Enix,0,0.05,0.06,0.01,0.12
15271,Final Fantasy XIV: Heavensward,Play Station 3,2015,Action,Square Enix,0.01,0,0.01,0,0.02
15643,Final Fantasy XIV: Heavensward,PC,2015,Action,Square Enix,0.01,0.01,0,0,0.02
16329,Dragon Quest X: All in One Package,Nintendo WiiU,2015,Role-Playing,Square Enix,0,0,0.01,0,0.01
1124,Until Dawn,Play Station 4,2015,Adventure,Sony Computer Entertainment Europe,0.44,0.89,0.05,0.25,1.64
244,Uncharted: The Nathan Drake Collection,Play Station 4,2015,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47
662,Bloodborne,Play Station 4,2015,Action,Sony Computer Entertainment,1,0.76,0.26,0.36,2.38
1035,The Order: 1886,Play Station 4,2015,Shooter,Sony Computer Entertainment,0.61,0.78,0.06,0.27,1.72
2273,MLB 15: The Show,Play Station 4,2015,Sports,Sony Computer Entertainment,0.67,0.08,0,0.17,0.92
3214,God of War III,Play Station 4,2015,Action,Sony Computer Entertainment,0.23,0.29,0.01,0.1,0.63
4930,MLB 15: The Show,Play Station 3,2015,Sports,Sony Computer Entertainment,0.3,0.01,0,0.07,0.39
6620,Tearaway Unfolded,Play Station 4,2015,Platform,Sony Computer Entertainment,0.09,0.12,0,0.04,0.25
9578,Gravity Rush Remastered,Play Station 4,2015,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13
11542,Looney TuNintendo ES: Galactic Sports,Play Station 5,2015,Action,Sony Computer Entertainment,0,0.06,0,0.02,0.08
14082,MLB 15: The Show,Play Station 5,2015,Sports,Sony Computer Entertainment,0.03,0,0,0.01,0.04
2006,Project CARS,Play Station 4,2015,Racing,Slightly Mad Studios,0.17,0.69,0.02,0.15,1.04
7050,Project CARS,Xbox One,2015,Racing,Slightly Mad Studios,0.08,0.13,0,0.02,0.23
10167,Project CARS,PC,2015,Racing,Slightly Mad Studios,0,0.1,0,0.01,0.11
14110,DoraMoji: Nobita no Kanji Daisakusen,Nintendo 3DS,2015,Misc,Shogakukan,0,0,0.03,0,0.03
5727,Hatsune Miku: Project Mirai DX,Nintendo 3DS,2015,Misc,Sega,0.15,0.04,0.1,0.02,0.31
5761,Football Manager 2016,PC,2015,Simulation,Sega,0,0.29,0,0.02,0.31
6726,Yakuza Zero: The Place of Oath,Play Station 3,2015,Action,Sega,0,0,0.25,0,0.25
6989,Total War: Attila,PC,2015,Strategy,Sega,0.09,0.13,0,0.02,0.23
8261,Yakuza Zero: The Place of Oath,Play Station 4,2015,Action,Sega,0,0,0.17,0,0.17
8678,7th Dragon III Code: VFD,Nintendo 3DS,2015,Role-Playing,Sega,0.03,0,0.12,0,0.16
12855,Miracle Girls Festival,Play Station 5,2015,Misc,Sega,0,0,0.05,0,0.05
14552,Phantasy Star Online 2: Episode 3 Deluxe Package,Play Station 5,2015,Action,Sega,0,0,0.03,0,0.03
14981,Blade Arcus from Shining EX,Play Station 4,2015,Fighting,Sega,0,0,0.02,0,0.02
15106,Blade Arcus from Shining EX,Play Station 3,2015,Fighting,Sega,0,0,0.02,0,0.02
11781,Kenka Banchou 6: Soul & Blood,Nintendo 3DS,2015,Fighting,Screenlife,0,0,0.07,0,0.07
14634,The Great Mystery Hidden Object Package 5,PC,2015,Adventure,Rondomedia,0,0.03,0,0,0.03
14294,Medarot 9: Kabuto Ver. / Kuwagata Ver.,Nintendo 3DS,2015,Role-Playing,Rocket Company,0,0,0.03,0,0.03
